ID,Title,Author,Year,Format,File
1,Implementasi Teks Prosedur pada Video Tutorial Memasak dalam Media Sosial Tik Tok,Rufika Wahyu Yanuarista,2021,PDF,ebook/IMPLEMENTASI TEKS PROSEDUR PADA VIDEO TUTORIAL MEMASAK DALAM MEDIA SOSIAL TIK TOK.pdf
